소비일자,소비업종,성별,연령대,소비건수
20190126,미용,남성,60대,9431
20190126,미용,여성,20대,55999
20190126,미용,여성,30대,61522
20190126,미용,여성,40대,74919
20190126,미용,여성,50대,47734
20190126,미용,여성,60대,15072
20190126,백화점/상품권/아울렛,남성,20대,41470
20190126,백화점/상품권/아울렛,남성,30대,162486
20190126,백화점/상품권/아울렛,남성,40대,163024
20190126,백화점/상품권/아울렛,남성,50대,73775
20190126,백화점/상품권/아울렛,남성,60대,27886
20190126,백화점/상품권/아울렛,여성,20대,83330
20190126,백화점/상품권/아울렛,여성,30대,192882
20190126,백화점/상품권/아울렛,여성,40대,194679
20190126,백화점/상품권/아울렛,여성,50대,117535
20190126,백화점/상품권/아울렛,여성,60대,45597
20190126,스포츠/문화/레저,남성,20대,137333
20190126,스포츠/문화/레저,남성,30대,174173
20190126,스포츠/문화/레저,남성,40대,199047
20190126,스포츠/문화/레저,남성,50대,111496
20190126,스포츠/문화/레저,남성,60대,33768
20190126,스포츠/문화/레저,여성,20대,77989
20190126,스포츠/문화/레저,여성,30대,102448
20190126,스포츠/문화/레저,여성,40대,143216
20190126,스포츠/문화/레저,여성,50대,86395
20190126,스포츠/문화/레저,여성,60대,25863
20190126,여행/교통,남성,20대,41219
20190126,여행/교통,남성,30대,94550
20190126,여행/교통,남성,40대,106615
20190126,여행/교통,남성,50대,64332
20190126,여행/교통,남성,60대,20611
20190126,여행/교통,여성,20대,41096
20190126,여행/교통,여성,30대,62059
20190126,여행/교통,여성,40대,68558
20190126,여행/교통,여성,50대,44166
20190126,여행/교통,여성,60대,12562
20190126,요식/유흥,남성,20대,520749
20190126,요식/유흥,남성,30대,1178321
20190126,요식/유흥,남성,40대,1325947
20190126,요식/유흥,남성,50대,792865
20190126,요식/유흥,남성,60대,278646
20190126,요식/유흥,여성,20대,577308
20190126,요식/유흥,여성,30대,834115
20190126,요식/유흥,여성,40대,996479
20190126,요식/유흥,여성,50대,594188
20190126,요식/유흥,여성,60대,186985
20190126,의료,남성,20대,42118
20190126,의료,남성,30대,214702
20190126,의료,남성,40대,269540
20190126,의료,남성,50대,177849
20190126,의료,남성,60대,97704
20190126,의료,여성,20대,79092
20190126,의료,여성,30대,205409
20190126,의료,여성,40대,203068
20190126,의료,여성,50대,161022
20190126,의료,여성,60대,77327
20190126,자동차,남성,20대,15318
20190126,자동차,남성,30대,53402
20190126,자동차,남성,40대,62722
20190126,자동차,남성,50대,41731
20190126,자동차,남성,60대,16761
20190126,자동차,여성,20대,8132
20190126,자동차,여성,30대,23286
20190126,자동차,여성,40대,26736
20190126,자동차,여성,50대,17925
20190126,자동차,여성,60대,5575
20190126,주유,남성,20대,61136
20190126,주유,남성,30대,195503
20190126,주유,남성,40대,258185
20190126,주유,남성,50대,214871
20190126,주유,남성,60대,96906
20190126,주유,여성,20대,27956
20190126,주유,여성,30대,75730
20190126,주유,여성,40대,103509
20190126,주유,여성,50대,93570
20190126,주유,여성,60대,34562
20190126,패션/잡화,남성,20대,14740
20190126,패션/잡화,남성,30대,33128
20190126,패션/잡화,남성,40대,43106
20190126,패션/잡화,남성,50대,26784
20190126,패션/잡화,남성,60대,11015
20190126,패션/잡화,여성,20대,34868
20190126,패션/잡화,여성,30대,40880
20190126,패션/잡화,여성,40대,56963
20190126,패션/잡화,여성,50대,40905
20190126,패션/잡화,여성,60대,17409
20190126,편의점,남성,20대,334650
20190126,편의점,남성,30대,574605
20190126,편의점,남성,40대,468550
20190126,편의점,남성,50대,222588
20190126,편의점,남성,60대,57018
20190126,편의점,여성,20대,227825
20190126,편의점,여성,30대,240673
20190126,편의점,여성,40대,238547
20190126,편의점,여성,50대,142843
20190126,편의점,여성,60대,38139
20190126,할인점/마트,남성,20대,160916
20190126,할인점/마트,남성,30대,668874
20190126,할인점/마트,남성,40대,917132
20190126,할인점/마트,남성,50대,598922
20190126,할인점/마트,남성,60대,299238
20190126,할인점/마트,여성,20대,192152
20190126,할인점/마트,여성,30대,544560
20190126,할인점/마트,여성,40대,775808
20190126,할인점/마트,여성,50대,643944
20190126,할인점/마트,여성,60대,320044
20190127,가전/가구,남성,20대,7379
20190127,가전/가구,남성,30대,23800
20190127,가전/가구,남성,40대,29619
20190127,가전/가구,남성,50대,20253
20190127,가전/가구,남성,60대,9400
20190127,가전/가구,여성,20대,8383
20190127,가전/가구,여성,30대,18260
20190127,가전/가구,여성,40대,22130
20190127,가전/가구,여성,50대,19197
20190127,가전/가구,여성,60대,7972
20190127,가정생활/서비스,남성,20대,252
20190127,가정생활/서비스,남성,30대,1232
20190127,가정생활/서비스,남성,40대,2084
20190127,가정생활/서비스,남성,50대,1444
20190127,가정생활/서비스,남성,60대,596
20190127,가정생활/서비스,여성,20대,287
20190127,가정생활/서비스,여성,30대,806
20190127,가정생활/서비스,여성,40대,1216
20190127,가정생활/서비스,여성,50대,1142
20190127,가정생활/서비스,여성,60대,430
20190127,교육/학원,남성,20대,7642
20190127,교육/학원,남성,30대,37483
20190127,교육/학원,남성,40대,52801
20190127,교육/학원,남성,50대,18412
20190127,교육/학원,남성,60대,3531
20190127,교육/학원,여성,20대,13234
20190127,교육/학원,여성,30대,36987
20190127,교육/학원,여성,40대,47867
20190127,교육/학원,여성,50대,14416
20190127,교육/학원,여성,60대,3637
20190127,미용,남성,20대,26888
20190127,미용,남성,30대,55596
20190127,미용,남성,40대,61579
20190127,미용,남성,50대,29671
20190127,미용,남성,60대,5845
20190127,미용,여성,20대,42398
20190127,미용,여성,30대,42847
20190127,미용,여성,40대,53596
20190127,미용,여성,50대,31740
20190127,미용,여성,60대,8687
20190127,백화점/상품권/아울렛,남성,20대,41738
20190127,백화점/상품권/아울렛,남성,30대,177611
20190127,백화점/상품권/아울렛,남성,40대,183224
20190127,백화점/상품권/아울렛,남성,50대,81743
20190127,백화점/상품권/아울렛,남성,60대,28838
20190127,백화점/상품권/아울렛,여성,20대,78392
20190127,백화점/상품권/아울렛,여성,30대,193798
20190127,백화점/상품권/아울렛,여성,40대,199100
20190127,백화점/상품권/아울렛,여성,50대,114476
20190127,백화점/상품권/아울렛,여성,60대,44095
20190127,스포츠/문화/레저,남성,20대,135937
20190127,스포츠/문화/레저,남성,30대,166269
20190127,스포츠/문화/레저,남성,40대,201715
20190127,스포츠/문화/레저,남성,50대,112651
20190127,스포츠/문화/레저,남성,60대,32988
20190127,스포츠/문화/레저,여성,20대,72157
20190127,스포츠/문화/레저,여성,30대,97352
20190127,스포츠/문화/레저,여성,40대,139118
20190127,스포츠/문화/레저,여성,50대,82697
20190127,스포츠/문화/레저,여성,60대,22495
20190127,여행/교통,남성,20대,40226
20190127,여행/교통,남성,30대,91835
20190127,여행/교통,남성,40대,99933
20190127,여행/교통,남성,50대,59495
20190127,여행/교통,남성,60대,18597
20190127,여행/교통,여성,20대,38744
20190127,여행/교통,여성,30대,59729
20190127,여행/교통,여성,40대,62649
20190127,여행/교통,여성,50대,41544
20190127,여행/교통,여성,60대,11668
20190127,요식/유흥,남성,20대,493902
20190127,요식/유흥,남성,30대,1063370
20190127,요식/유흥,남성,40대,1158756
20190127,요식/유흥,남성,50대,711129
20190127,요식/유흥,남성,60대,249981
20190127,요식/유흥,여성,20대,515600
20190127,요식/유흥,여성,30대,705942
20190127,요식/유흥,여성,40대,837074
20190127,요식/유흥,여성,50대,527779
20190127,요식/유흥,여성,60대,166416
20190127,의료,남성,20대,10771
20190127,의료,남성,30대,54873
20190127,의료,남성,40대,52014
20190127,의료,남성,50대,27753
20190127,의료,남성,60대,13968
20190127,의료,여성,20대,18955
20190127,의료,여성,30대,42865
20190127,의료,여성,40대,34257
20190127,의료,여성,50대,24748
20190127,의료,여성,60대,9361
20190127,자동차,남성,20대,10823
20190127,자동차,남성,30대,34249
20190127,자동차,남성,40대,32551
20190127,자동차,남성,50대,18508
20190127,자동차,남성,60대,6214
20190127,자동차,여성,20대,6106
20190127,자동차,여성,30대,15411
20190127,자동차,여성,40대,15297
20190127,자동차,여성,50대,9361
20190127,자동차,여성,60대,2904
20190127,주유,남성,20대,54207
20190127,주유,남성,30대,167757
20190127,주유,남성,40대,208502
20190127,주유,남성,50대,168399
20190127,주유,남성,60대,76523
20190127,주유,여성,20대,25767
20190127,주유,여성,30대,66968
20190127,주유,여성,40대,86539
20190127,주유,여성,50대,79624
20190127,주유,여성,60대,29947
20190127,패션/잡화,남성,20대,14145
20190127,패션/잡화,남성,30대,31523
20190127,패션/잡화,남성,40대,41164
20190127,패션/잡화,남성,50대,24449
20190127,패션/잡화,남성,60대,10174
20190127,패션/잡화,여성,20대,26905
20190127,패션/잡화,여성,30대,33081
20190127,패션/잡화,여성,40대,49963
20190127,패션/잡화,여성,50대,32908
20190127,패션/잡화,여성,60대,13445
20190127,편의점,남성,20대,326344
20190127,편의점,남성,30대,535593
20190127,편의점,남성,40대,429790
20190127,편의점,남성,50대,208109
20190127,편의점,남성,60대,53604
20190127,편의점,여성,20대,208725
20190127,편의점,여성,30대,219880
20190127,편의점,여성,40대,218755
20190127,편의점,여성,50대,137840
20190127,편의점,여성,60대,36732
20190127,할인점/마트,남성,20대,123153
20190127,할인점/마트,남성,30대,461463
20190127,할인점/마트,남성,40대,637247
20190127,할인점/마트,남성,50대,434366
20190127,할인점/마트,남성,60대,201332
20190127,할인점/마트,여성,20대,133095
20190127,할인점/마트,여성,30대,337324
20190127,할인점/마트,여성,40대,504108
20190127,할인점/마트,여성,50대,423754
20190127,할인점/마트,여성,60대,197812
20190128,가전/가구,남성,20대,9113
20190128,가전/가구,남성,30대,29007
20190128,가전/가구,남성,40대,42633
20190128,가전/가구,남성,50대,40147
20190128,가전/가구,남성,60대,20856
20190128,가전/가구,여성,20대,8862
20190128,가전/가구,여성,30대,21722
20190128,가전/가구,여성,40대,34698
20190128,가전/가구,여성,50대,33619
20190128,가전/가구,여성,60대,16557
20190128,가정생활/서비스,남성,20대,503
20190128,가정생활/서비스,남성,30대,1553
20190128,가정생활/서비스,남성,40대,2773
20190128,가정생활/서비스,남성,50대,1636
20190128,가정생활/서비스,남성,60대,1142
20190128,가정생활/서비스,여성,20대,450
20190128,가정생활/서비스,여성,30대,1431
20190128,가정생활/서비스,여성,40대,2282
20190128,가정생활/서비스,여성,50대,1970
20190128,가정생활/서비스,여성,60대,1276
20190128,교육/학원,남성,20대,7665
20190128,교육/학원,남성,30대,32848
20190128,교육/학원,남성,40대,74987
20190128,교육/학원,남성,50대,28471
20190128,교육/학원,남성,60대,7055
20190128,교육/학원,여성,20대,13333
20190128,교육/학원,여성,30대,47856
20190128,교육/학원,여성,40대,84859
20190128,교육/학원,여성,50대,24317
20190128,교육/학원,여성,60대,6117
20190128,미용,남성,20대,18663
20190128,미용,남성,30대,36876
20190128,미용,남성,40대,44286
20190128,미용,남성,50대,31146
20190128,미용,남성,60대,9148
20190128,미용,여성,20대,39987
20190128,미용,여성,30대,43472
20190128,미용,여성,40대,57596
20190128,미용,여성,50대,44584
20190128,미용,여성,60대,16742
20190128,백화점/상품권/아울렛,남성,20대,16100
20190128,백화점/상품권/아울렛,남성,30대,58860
20190128,백화점/상품권/아울렛,남성,40대,62802
20190128,백화점/상품권/아울렛,남성,50대,38844
20190128,백화점/상품권/아울렛,남성,60대,19125
20190128,백화점/상품권/아울렛,여성,20대,40991
20190128,백화점/상품권/아울렛,여성,30대,98642
20190128,백화점/상품권/아울렛,여성,40대,111185
20190128,백화점/상품권/아울렛,여성,50대,80929
20190128,백화점/상품권/아울렛,여성,60대,39099
20190128,스포츠/문화/레저,남성,20대,79513
20190128,스포츠/문화/레저,남성,30대,80522
20190128,스포츠/문화/레저,남성,40대,88001
20190128,스포츠/문화/레저,남성,50대,60951
20190128,스포츠/문화/레저,남성,60대,23736
20190128,스포츠/문화/레저,여성,20대,41476
20190128,스포츠/문화/레저,여성,30대,49216
20190128,스포츠/문화/레저,여성,40대,83426
20190128,스포츠/문화/레저,여성,50대,62991
20190128,스포츠/문화/레저,여성,60대,20915
20190128,여행/교통,남성,20대,23018
20190128,여행/교통,남성,30대,65602
20190128,여행/교통,남성,40대,83550
20190128,여행/교통,남성,50대,56050
20190128,여행/교통,남성,60대,20912
20190128,여행/교통,여성,20대,27425
20190128,여행/교통,여성,30대,43472
20190128,여행/교통,여성,40대,53609
20190128,여행/교통,여성,50대,37409
20190128,여행/교통,여성,60대,11257
20190128,요식/유흥,남성,20대,373861
20190128,요식/유흥,남성,30대,862456
20190128,요식/유흥,남성,40대,961006
20190128,요식/유흥,남성,50대,618712
20190128,요식/유흥,남성,60대,237285
20190128,요식/유흥,여성,20대,444640
20190128,요식/유흥,여성,30대,673970
20190128,요식/유흥,여성,40대,820643
20190128,요식/유흥,여성,50대,533767
20190128,요식/유흥,여성,60대,175485
20190128,의료,남성,20대,56945
20190128,의료,남성,30대,286684
20190128,의료,남성,40대,361609
20190128,의료,남성,50대,287195
20190128,의료,남성,60대,228327
20190128,의료,여성,20대,107451
20190128,의료,여성,30대,305860
20190128,의료,여성,40대,325643
20190128,의료,여성,50대,306631
20190128,의료,여성,60대,190878
20190128,자동차,남성,20대,12102
20190128,자동차,남성,30대,41534
20190128,자동차,남성,40대,55081
20190128,자동차,남성,50대,41738
20190128,자동차,남성,60대,19751
20190128,자동차,여성,20대,6200
20190128,자동차,여성,30대,20653
20190128,자동차,여성,40대,27356
20190128,자동차,여성,50대,22569
20190128,자동차,여성,60대,8317
20190128,주유,남성,20대,44196
20190128,주유,남성,30대,156386
20190128,주유,남성,40대,230786
20190128,주유,남성,50대,207294
20190128,주유,남성,60대,107091
20190128,주유,여성,20대,22416
20190128,주유,여성,30대,68205
20190128,주유,여성,40대,98685
20190128,주유,여성,50대,92565
20190128,주유,여성,60대,37471
20190128,패션/잡화,남성,20대,7548
20190128,패션/잡화,남성,30대,15820
20190128,패션/잡화,남성,40대,22678
20190128,패션/잡화,남성,50대,16872
20190128,패션/잡화,남성,60대,9050
20190128,패션/잡화,여성,20대,17349
20190128,패션/잡화,여성,30대,24144
20190128,패션/잡화,여성,40대,36056
20190128,패션/잡화,여성,50대,31995
20190128,패션/잡화,여성,60대,16956
20190128,편의점,남성,20대,325071
20190128,편의점,남성,30대,569906
20190128,편의점,남성,40대,471439
20190128,편의점,남성,50대,226816
20190128,편의점,남성,60대,58632
20190128,편의점,여성,20대,223056
20190128,편의점,여성,30대,240335
20190128,편의점,여성,40대,233450
20190128,편의점,여성,50대,146313
20190128,편의점,여성,60대,39033
20190128,할인점/마트,남성,20대,135774
20190128,할인점/마트,남성,30대,493365
20190128,할인점/마트,남성,40대,677942
20190128,할인점/마트,남성,50대,470490
20190128,할인점/마트,남성,60대,271463
20190128,할인점/마트,여성,20대,165300
20190128,할인점/마트,여성,30대,471037
20190128,할인점/마트,여성,40대,695929
20190128,할인점/마트,여성,50대,589616
20190128,할인점/마트,여성,60대,322983
20190129,가전/가구,남성,20대,8313
20190129,가전/가구,남성,30대,26701
20190129,가전/가구,남성,40대,39258
20190129,가전/가구,남성,50대,36817
20190129,가전/가구,남성,60대,19352
20190129,가전/가구,여성,20대,8436
20190129,가전/가구,여성,30대,21395
20190129,가전/가구,여성,40대,32800
20190129,가전/가구,여성,50대,32895
20190129,가전/가구,여성,60대,15967
20190129,가정생활/서비스,남성,20대,730
20190129,가정생활/서비스,남성,30대,6906
20190129,가정생활/서비스,남성,40대,6529
20190129,가정생활/서비스,남성,50대,1951
20190129,가정생활/서비스,남성,60대,1192
20190129,가정생활/서비스,여성,20대,2744
20190129,가정생활/서비스,여성,30대,35574
20190129,가정생활/서비스,여성,40대,13207
20190129,가정생활/서비스,여성,50대,2173
20190129,가정생활/서비스,여성,60대,1223
20190129,교육/학원,남성,20대,7309
20190129,교육/학원,남성,30대,34920
20190129,교육/학원,남성,40대,78368
20190129,교육/학원,남성,50대,27874
20190129,교육/학원,남성,60대,6803
20190129,교육/학원,여성,20대,13374
20190129,교육/학원,여성,30대,50769
20190129,교육/학원,여성,40대,84722
20190129,교육/학원,여성,50대,24931
20190129,교육/학원,여성,60대,6302
20190129,미용,남성,20대,17624
20190129,미용,남성,30대,37798
20190129,미용,남성,40대,44250
20190129,미용,남성,50대,29183
20190129,미용,남성,60대,8676
20190129,미용,여성,20대,40437
20190129,미용,여성,30대,45474
20190129,미용,여성,40대,59958
20190129,미용,여성,50대,44356
20190129,미용,여성,60대,16360
20190129,백화점/상품권/아울렛,남성,20대,16713
20190129,백화점/상품권/아울렛,남성,30대,61720
20190129,백화점/상품권/아울렛,남성,40대,68833
20190129,백화점/상품권/아울렛,남성,50대,41051
20190129,백화점/상품권/아울렛,남성,60대,18978
20190129,백화점/상품권/아울렛,여성,20대,41347
20190129,백화점/상품권/아울렛,여성,30대,106546
20190129,백화점/상품권/아울렛,여성,40대,120101
20190129,백화점/상품권/아울렛,여성,50대,84764
20190129,백화점/상품권/아울렛,여성,60대,40941
20190129,스포츠/문화/레저,남성,20대,74878
20190129,스포츠/문화/레저,남성,30대,77966
20190129,스포츠/문화/레저,남성,40대,90404
20190129,스포츠/문화/레저,남성,50대,64358
20190129,스포츠/문화/레저,남성,60대,24460
20190129,스포츠/문화/레저,여성,20대,39292
20190129,스포츠/문화/레저,여성,30대,47798
20190129,스포츠/문화/레저,여성,40대,84363
20190129,스포츠/문화/레저,여성,50대,63037
20190129,스포츠/문화/레저,여성,60대,19711
20190129,여행/교통,남성,20대,20945
20190129,여행/교통,남성,30대,61621
20190129,여행/교통,남성,40대,77950
20190129,여행/교통,남성,50대,57198
20190129,여행/교통,남성,60대,21120
20190129,여행/교통,여성,20대,23928
20190129,여행/교통,여성,30대,39730
20190129,여행/교통,여성,40대,48171
20190129,여행/교통,여성,50대,36515
20190129,여행/교통,여성,60대,11310
20190129,요식/유흥,남성,20대,381228
20190129,요식/유흥,남성,30대,910895
20190129,요식/유흥,남성,40대,1035168
20190129,요식/유흥,남성,50대,659147
20190129,요식/유흥,남성,60대,252910
20190129,요식/유흥,여성,20대,458113
20190129,요식/유흥,여성,30대,718755
20190129,요식/유흥,여성,40대,876836
20190129,요식/유흥,여성,50대,559422
20190129,요식/유흥,여성,60대,183152
20190129,의료,남성,20대,48072
20190129,의료,남성,30대,231660
20190129,의료,남성,40대,304672
20190129,의료,남성,50대,242494
20190129,의료,남성,60대,194241
20190129,의료,여성,20대,89880
20190129,의료,여성,30대,248390
20190129,의료,여성,40대,279097
20190129,의료,여성,50대,264148
20190129,의료,여성,60대,165117
20190129,자동차,남성,20대,10992
20190129,자동차,남성,30대,42059
20190129,자동차,남성,40대,54208
20190129,자동차,남성,50대,40679
20190129,자동차,남성,60대,19561
20190129,자동차,여성,20대,5797
20190129,자동차,여성,30대,21237
20190129,자동차,여성,40대,28336
20190129,자동차,여성,50대,22961
20190129,자동차,여성,60대,8127
20190129,주유,남성,20대,43379
20190129,주유,남성,30대,156550
20190129,주유,남성,40대,231284
20190129,주유,남성,50대,209379
20190129,주유,남성,60대,108331
20190129,주유,여성,20대,22568
20190129,주유,여성,30대,69361
20190129,주유,여성,40대,102127
20190129,주유,여성,50대,95429
20190129,주유,여성,60대,37632
20190129,패션/잡화,남성,20대,8009
20190129,패션/잡화,남성,30대,17822
20190129,패션/잡화,남성,40대,26287
20190129,패션/잡화,남성,50대,19785
20190129,패션/잡화,남성,60대,10855
20190129,패션/잡화,여성,20대,18651
20190129,패션/잡화,여성,30대,27909
20190129,패션/잡화,여성,40대,41530
20190129,패션/잡화,여성,50대,39320
20190129,패션/잡화,여성,60대,21839
20190129,편의점,남성,20대,329403
20190129,편의점,남성,30대,587570
20190129,편의점,남성,40대,488037
20190129,편의점,남성,50대,232397
20190129,편의점,남성,60대,61628
20190129,편의점,여성,20대,231152
20190129,편의점,여성,30대,250912
20190129,편의점,여성,40대,242273
20190129,편의점,여성,50대,149562
20190129,편의점,여성,60대,40077
20190129,할인점/마트,남성,20대,133375
20190129,할인점/마트,남성,30대,488888
20190129,할인점/마트,남성,40대,663115
20190129,할인점/마트,남성,50대,467776
20190129,할인점/마트,남성,60대,282090
20190129,할인점/마트,여성,20대,164278
20190129,할인점/마트,여성,30대,471428
20190129,할인점/마트,여성,40대,679733
20190129,할인점/마트,여성,50대,595206
20190129,할인점/마트,여성,60대,342741
20190130,가전/가구,남성,20대,8774
20190130,가전/가구,남성,30대,28931
20190130,가전/가구,남성,40대,42356
20190130,가전/가구,남성,50대,37921
20190130,가전/가구,남성,60대,19628
20190130,가전/가구,여성,20대,9060
20190130,가전/가구,여성,30대,21833
20190130,가전/가구,여성,40대,37519
20190130,가전/가구,여성,50대,33430
20190130,가전/가구,여성,60대,15579
20190130,가정생활/서비스,남성,20대,584
20190130,가정생활/서비스,남성,30대,6924
20190130,가정생활/서비스,남성,40대,6474
20190130,가정생활/서비스,남성,50대,1816
20190130,가정생활/서비스,남성,60대,1241
20190130,가정생활/서비스,여성,20대,2616
20190130,가정생활/서비스,여성,30대,39608
20190130,가정생활/서비스,여성,40대,13945
20190130,가정생활/서비스,여성,50대,2127
20190130,가정생활/서비스,여성,60대,1068
20190130,교육/학원,남성,20대,7315
20190130,교육/학원,남성,30대,33904
20190130,교육/학원,남성,40대,78761
20190130,교육/학원,남성,50대,28362
20190130,교육/학원,남성,60대,6570
20190130,교육/학원,여성,20대,14372
20190130,교육/학원,여성,30대,48737
20190130,교육/학원,여성,40대,89044
20190130,교육/학원,여성,50대,26287
20190130,교육/학원,여성,60대,6016
20190130,미용,남성,20대,19737
20190130,미용,남성,30대,44108
20190130,미용,남성,40대,52217
20190130,미용,남성,50대,32705
20190130,미용,남성,60대,10217
20190130,미용,여성,20대,42375
20190130,미용,여성,30대,50249
20190130,미용,여성,40대,66227
20190130,미용,여성,50대,48426
20190130,미용,여성,60대,16903
20190130,백화점/상품권/아울렛,남성,20대,17834
20190130,백화점/상품권/아울렛,남성,30대,69501
20190130,백화점/상품권/아울렛,남성,40대,80095
20190130,백화점/상품권/아울렛,남성,50대,45029
20190130,백화점/상품권/아울렛,남성,60대,21286
20190130,백화점/상품권/아울렛,여성,20대,46029
20190130,백화점/상품권/아울렛,여성,30대,122400
20190130,백화점/상품권/아울렛,여성,40대,133246
20190130,백화점/상품권/아울렛,여성,50대,91841
20190130,백화점/상품권/아울렛,여성,60대,42456
20190130,스포츠/문화/레저,남성,20대,75409
20190130,스포츠/문화/레저,남성,30대,83465
20190130,스포츠/문화/레저,남성,40대,103965
20190130,스포츠/문화/레저,남성,50대,69964
20190130,스포츠/문화/레저,남성,60대,25215
20190130,스포츠/문화/레저,여성,20대,43128
20190130,스포츠/문화/레저,여성,30대,55042
20190130,스포츠/문화/레저,여성,40대,96875
20190130,스포츠/문화/레저,여성,50대,66357
20190130,스포츠/문화/레저,여성,60대,20808
20190130,여행/교통,남성,20대,21132
20190130,여행/교통,남성,30대,59583
20190130,여행/교통,남성,40대,74126
20190130,여행/교통,남성,50대,54190
20190130,여행/교통,남성,60대,19291
20190130,여행/교통,여성,20대,23164
20190130,여행/교통,여성,30대,37349
20190130,여행/교통,여성,40대,45282
20190130,여행/교통,여성,50대,34460
20190130,여행/교통,여성,60대,10428
20190130,요식/유흥,남성,20대,386697
20190130,요식/유흥,남성,30대,937596
20190130,요식/유흥,남성,40대,1077591
20190130,요식/유흥,남성,50대,681222
20190130,요식/유흥,남성,60대,253769
20190130,요식/유흥,여성,20대,469975
20190130,요식/유흥,여성,30대,736688
20190130,요식/유흥,여성,40대,907727
20190130,요식/유흥,여성,50대,570073
20190130,요식/유흥,여성,60대,182675
20190130,의료,남성,20대,45276
20190130,의료,남성,30대,223295
20190130,의료,남성,40대,290594
20190130,의료,남성,50대,235168
20190130,의료,남성,60대,189513
20190130,의료,여성,20대,87603
20190130,의료,여성,30대,238881
20190130,의료,여성,40대,268798
20190130,의료,여성,50대,256288
20190130,의료,여성,60대,159930
20190130,자동차,남성,20대,12493
20190130,자동차,남성,30대,42912
20190130,자동차,남성,40대,55862
20190130,자동차,남성,50대,41314
20190130,자동차,남성,60대,18720
20190130,자동차,여성,20대,6422
20190130,자동차,여성,30대,22043
20190130,자동차,여성,40대,28845
20190130,자동차,여성,50대,22902
20190130,자동차,여성,60대,8007
20190130,주유,남성,20대,44015
20190130,주유,남성,30대,158493
20190130,주유,남성,40대,235606
20190130,주유,남성,50대,214062
20190130,주유,남성,60대,112549
20190130,주유,여성,20대,22667
20190130,주유,여성,30대,71591
20190130,주유,여성,40대,103863
20190130,주유,여성,50대,99512
20190130,주유,여성,60대,39820
20190130,패션/잡화,남성,20대,8021
20190130,패션/잡화,남성,30대,18867
20190130,패션/잡화,남성,40대,28328
20190130,패션/잡화,남성,50대,19285
20190130,패션/잡화,남성,60대,9486
20190130,패션/잡화,여성,20대,20712
20190130,패션/잡화,여성,30대,29275
20190130,패션/잡화,여성,40대,43967
20190130,패션/잡화,여성,50대,35935
20190130,패션/잡화,여성,60대,18536
20190130,편의점,남성,20대,333343
20190130,편의점,남성,30대,598801
20190130,편의점,남성,40대,496059
20190130,편의점,남성,50대,235880
20190130,편의점,남성,60대,62230
20190130,편의점,여성,20대,232349
20190130,편의점,여성,30대,257771
20190130,편의점,여성,40대,250018
20190130,편의점,여성,50대,154291
20190130,편의점,여성,60대,41448
20190130,할인점/마트,남성,20대,132447
20190130,할인점/마트,남성,30대,490464
20190130,할인점/마트,남성,40대,670547
20190130,할인점/마트,남성,50대,478406
20190130,할인점/마트,남성,60대,293663
20190130,할인점/마트,여성,20대,162048
20190130,할인점/마트,여성,30대,469490
20190130,할인점/마트,여성,40대,680180
20190130,할인점/마트,여성,50대,624323
20190130,할인점/마트,여성,60대,362433
20190131,가전/가구,남성,20대,8401
20190131,가전/가구,남성,30대,26111
20190131,가전/가구,남성,40대,42909
20190131,가전/가구,남성,50대,35579
20190131,가전/가구,남성,60대,16896
20190131,가전/가구,여성,20대,7928
20190131,가전/가구,여성,30대,21097
20190131,가전/가구,여성,40대,38461
20190131,가전/가구,여성,50대,31010
20190131,가전/가구,여성,60대,14053
20190131,가정생활/서비스,남성,20대,339
20190131,가정생활/서비스,남성,30대,1413
20190131,가정생활/서비스,남성,40대,2220
20190131,가정생활/서비스,남성,50대,1425
20190131,가정생활/서비스,남성,60대,1050
20190131,가정생활/서비스,여성,20대,339
20190131,가정생활/서비스,여성,30대,1244
20190131,가정생활/서비스,여성,40대,1799
20190131,가정생활/서비스,여성,50대,1403
20190131,가정생활/서비스,여성,60대,883
20190131,교육/학원,남성,20대,7414
20190131,교육/학원,남성,30대,36736
20190131,교육/학원,남성,40대,83556
20190131,교육/학원,남성,50대,28330
20190131,교육/학원,남성,60대,6735
20190131,교육/학원,여성,20대,13870
20190131,교육/학원,여성,30대,53460
20190131,교육/학원,여성,40대,94909
20190131,교육/학원,여성,50대,24950
20190131,교육/학원,여성,60대,6320
20190131,미용,남성,20대,19439
20190131,미용,남성,30대,43618
20190131,미용,남성,40대,52573
20190131,미용,남성,50대,30691
20190131,미용,남성,60대,9271
20190131,미용,여성,20대,41015
20190131,미용,여성,30대,49000
20190131,미용,여성,40대,63635
20190131,미용,여성,50대,45236
20190131,미용,여성,60대,15472
20190131,백화점/상품권/아울렛,남성,20대,17886
20190131,백화점/상품권/아울렛,남성,30대,74259
20190131,백화점/상품권/아울렛,남성,40대,79640
20190131,백화점/상품권/아울렛,남성,50대,43200
20190131,백화점/상품권/아울렛,남성,60대,20052
20190131,백화점/상품권/아울렛,여성,20대,47196
20190131,백화점/상품권/아울렛,여성,30대,126335
20190131,백화점/상품권/아울렛,여성,40대,133345
20190131,백화점/상품권/아울렛,여성,50대,91613
20190131,백화점/상품권/아울렛,여성,60대,40673
20190131,스포츠/문화/레저,남성,20대,72753
20190131,스포츠/문화/레저,남성,30대,87113
20190131,스포츠/문화/레저,남성,40대,98132
